rd,x,z,anchor,pkt_idx,theta1_true,theta2_true,rss_db_1,fp_db_1,quality_1,f1_1,f2_1,f3_1,N1,rss_db_2,fp_db_2,quality_2,f1_2,f2_2,f3_2,N2
2.25,1.125,-0.675,2,6,0,-1.19028995,-59.75,-73.9,137.06,4381,4386,3681,228,-59.44,-73.61,95.21,4511,4570,4246,241
2.25,1.125,-0.675,2,7,0,-1.19028995,-59.88,-74.04,128.36,4518,4621,3849,239,-58.87,-75.17,99.66,4472,4385,3172,232
2.25,1.125,-0.675,2,8,0,-1.19028995,-59.3,-73.22,113.62,4646,4545,4198,239,-59.67,-76.6,74.37,4546,4462,2538,238
2.25,1.125,-0.675,2,9,0,-1.19028995,-58.51,-75.29,103.39,4614,4549,3146,239,-59.24,-73.25,90.85,4403,4361,4113,230
2.25,1.125,-0.675,2,10,0,-1.19028995,-58.64,-75.95,107.9,4498,4316,2657,230,-59.65,-75.44,69.35,4374,4161,3514,233
2.25,1.125,-0.675,2,11,0,-1.19028995,-60.04,-74.18,104.48,4499,4597,3891,240,-59.19,-74.22,92.81,4466,4455,3648,233
2.25,1.125,-0.675,2,12,0,-1.19028995,-59.44,-76.3,138.34,4424,4427,2686,234,-59.57,-75.22,93.92,4455,4508,3460,239
2.25,1.125,-0.675,2,13,0,-1.19028995,-60.36,-74.56,138.03,4051,4417,4321,239,-59.49,-76.7,93.82,4352,4128,3026,234
2.25,1.125,-0.675,2,14,0,-1.19028995,-59.47,-74.71,97.11,4061,4273,4284,237,-60.14,-76.96,85.58,4020,4108,3634,239
2.25,1.125,-0.675,2,15,0,-1.19028995,-59.24,-74.89,145.22,4644,4647,3398,242,-60.22,-78.06,83.29,4063,3998,3048,236
2.25,1.125,-0.675,2,16,0,-1.19028995,-59.52,-76.67,119.17,4514,4290,2611,235,-59.78,-75.89,89.46,4145,4294,3239,230
2.25,1.125,-0.675,2,17,0,-1.19028995,-59.43,-74.68,122.78,4503,4420,3411,233,-58.86,-76.33,70.3,4585,4499,2575,238
2.25,1.125,-0.675,2,18,0,-1.19028995,-59.3,-74.35,159.57,4610,4468,3575,236,-59.25,-74.44,94.02,4541,4513,3625,237
2.25,1.125,-0.675,2,19,0,-1.19028995,-59.13,-73.48,124.03,4382,4465,3972,231,-59.17,-74.27,94.83,4630,4552,3741,240
2.25,1.125,-0.675,2,20,0,-1.19028995,-59.98,-76.5,120.08,4516,4323,2585,234,-59.08,-76.51,68.22,4359,4366,2625,232
2.25,1.125,-0.675,2,21,0,-1.19028995,-60.03,-77.07,119.64,4428,4307,2412,234,-59.49,-77.76,93.75,4389,4125,2222,232
2.25,1.125,-0.675,2,22,0,-1.19028995,-59.02,-72.65,123.94,4514,4462,4289,232,-59.56,-76.4,76.7,4293,4295,2622,228
2.25,1.125,-0.675,2,23,0,-1.19028995,-60.21,-76.47,117.67,4033,4236,3113,229,-59.56,-73.34,77.1,4667,4626,4267,243
2.25,1.125,-0.675,2,24,0,-1.19028995,-60.08,-76.09,106.3,3930,4252,3679,234,-60.38,-79,63.87,3892,3832,2590,228
2.25,1.125,-0.675,2,25,0,-1.19028995,-58.46,-76.28,93.46,4526,4486,2652,237,-59.11,-73.85,94.92,4587,4556,3879,238
2.25,1.125,-0.675,2,26,0,-1.19028995,-58.94,-74.45,159.43,4423,4464,3383,230,-59.6,-74.79,69.55,4330,4451,3656,235
2.25,1.125,-0.675,2,27,0,-1.19028995,-59.85,-77.68,108.37,4057,4335,3139,242,-58.97,-73.8,68.67,4469,4395,3799,231
2.25,1.125,-0.675,2,28,0,-1.19028995,-59.92,-78.45,91.52,4173,4027,2782,238,-59.15,-73.22,93.15,4522,4471,4175,235
2.25,1.125,-0.675,2,29,0,-1.19028995,-59.16,-73.43,92.48,4353,4439,3999,230,-59.63,-76.11,85.52,4375,4105,3437,236
2.25,1.125,-0.675,2,30,0,-1.19028995,-59.6,-75.78,93.64,3947,4120,3727,230,-59.82,-77.12,70.83,4183,4250,2534,229
2.25,1.125,-0.225,2,1,0,-1.373400767,-59.63,-77.16,76.8,4213,4301,2931,237,-59.92,-78.29,69.29,4174,3880,2882,235
2.25,1.125,-0.225,2,2,0,-1.373400767,-60,-76.26,97.84,4236,4305,3106,233,-58.99,-73.5,87.12,4573,4530,4097,238
2.25,1.125,-0.225,2,3,0,-1.373400767,-57.81,-74.63,87.13,4530,4531,3449,236,-58.65,-73.58,68.11,4414,4359,3888,229
2.25,1.125,-0.225,2,4,0,-1.373400767,-59.44,-77.6,69.73,3996,3905,3343,234,-59.96,-78.22,87.04,4054,4178,3152,243
2.25,1.125,-0.225,2,5,0,-1.373400767,-58.77,-77.54,68.27,4291,4096,2784,235,-59.23,-73.52,85.17,4356,4429,4139,233
2.25,1.125,-0.225,2,6,0,-1.373400767,-57.8,-72.68,69.12,4446,4424,4149,228,-59.14,-73.06,77.59,4410,4345,4153,229
2.25,1.125,-0.225,2,7,0,-1.373400767,-59.08,-74.22,73.12,4361,4387,3608,229,-60.12,-77.34,44.93,3934,3774,3567,232
2.25,1.125,-0.225,2,8,0,-1.373400767,-59.72,-76.78,78.23,4370,4381,2638,235,-58.62,-76.05,84.37,4450,4387,2637,231
2.25,1.125,-0.225,2,9,0,-1.373400767,-58.06,-74.53,68.16,4501,4362,3745,236,-59.23,-74.68,65.86,4379,4215,3750,232
2.25,1.125,-0.225,2,10,0,-1.373400767,-58.15,-73.43,65.76,4430,4472,4056,233,-58.72,-74.59,79.18,4369,4434,3543,232
2.25,1.125,-0.225,2,11,0,-1.373400767,-59.73,-73.84,75.83,4399,4550,4387,243,-58.8,-75.17,103.34,4555,4547,3169,237
2.25,1.125,-0.225,2,12,0,-1.373400767,-59.96,-75.61,73.3,3941,4105,3826,230,-58.69,-76.16,78.55,4498,4399,2542,232
2.25,1.125,-0.225,2,13,0,-1.373400767,-58.46,-75.5,64.84,4330,4150,3614,234,-59.08,-76.85,80.25,4555,4494,2459,240
2.25,1.125,-0.225,2,14,0,-1.373400767,-58.04,-74.43,86.06,4481,4475,3433,232,-58.48,-74.78,76.08,4722,4565,3527,243
2.25,1.125,-0.225,2,15,0,-1.373400767,-59.24,-75.52,74.08,4328,4445,3726,242,-59.22,-73.21,89.56,4555,4657,4415,243
2.25,1.125,-0.225,2,16,0,-1.373400767,-58.44,-73.65,70.17,4502,4491,3908,234,-59.19,-73.04,82.57,4510,4624,4521,242
2.25,1.125,-0.225,2,17,0,-1.373400767,-58.77,-74.88,74.73,4525,4484,3184,233,-58.86,-73.05,95.17,4524,4568,4272,237
2.25,1.125,-0.225,2,18,0,-1.373400767,-58.41,-73.32,79.64,4556,4460,4161,236,-58.64,-72.98,76.73,4540,4604,4422,240
2.25,1.125,-0.225,2,19,0,-1.373400767,-57.96,-74.64,76.55,4661,4593,3452,240,-58.78,-74.75,82.65,4269,4298,3447,227
2.25,1.125,-0.225,2,20,0,-1.373400767,-59.61,-77.3,83.15,4224,4324,3000,240,-59.27,-79.11,51.33,4225,3901,2119,232
2.25,1.125,-0.225,2,21,0,-1.373400767,-59.11,-80,66.45,4026,3721,2228,231,-58.56,-74.77,81.25,4581,4550,3476,239
2.25,1.125,-0.225,2,22,0,-1.373400767,-58.44,-74.33,81.89,4679,4586,3668,241,-58.96,-76.03,90.77,4485,4357,2636,231
2.25,1.125,-0.225,2,23,0,-1.373400767,-58.45,-74.52,72.58,4696,4645,3466,241,-57.91,-73.78,46.71,4412,4484,4130,237
2.25,1.125,-0.225,2,24,0,-1.373400767,-58.83,-74.57,70.3,4528,4499,3394,234,-58.69,-74.79,93.96,4603,4510,3359,237
2.25,1.125,-0.225,2,25,0,-1.373400767,-58.14,-74.99,87.83,4522,4567,3415,239,-58.58,-74.41,82.34,4681,4611,3721,243
2.25,1.125,-0.225,2,26,0,-1.373400767,-58.2,-75.79,83.75,4357,4355,2911,230,-58.72,-74.5,61.4,4428,4421,3657,234
2.25,1.125,-0.225,2,27,0,-1.373400767,-58.68,-73.55,73.18,4372,4391,3854,228,-60.09,-79.33,79.48,3945,4133,2509,238
2.25,1.125,-0.225,2,28,0,-1.373400767,-58.31,-75.48,72.45,4455,4347,2948,230,-58.55,-75.11,77.37,4455,4333,3167,230
2.25,1.125,-0.225,2,29,0,-1.373400767,-58.22,-73.14,71.97,4602,4606,4221,239,-59.6,-76.04,79.77,4390,4148,3577,239
2.25,1.125,-0.225,2,30,0,-1.373400767,-59.08,-73.17,71.25,4463,4560,4344,238,-58.86,-73.35,82.82,4610,4638,4190,241
2.25,1.575,-2.025,2,1,-0.19739556,-0.876058051,-63.37,-73.72,190.08,4412,4562,3955,235,-68.83,-76.87,150.36,4032,4210,3316,235
2.25,1.575,-2.025,2,2,-0.19739556,-0.876058051,-63.41,-74.47,183.71,4381,4409,3561,231,-68.35,-75.65,159.46,4522,4465,3327,241
2.25,1.575,-2.025,2,3,-0.19739556,-0.876058051,-63.43,-76,186.58,4468,4478,2999,238,-69.15,-76.7,125.09,4035,4003,3686,236
2.25,1.575,-2.025,2,4,-0.19739556,-0.876058051,-64.16,-76.51,181.79,4181,4363,3160,236,-68.05,-76.37,133.22,4391,4263,2814,232
2.25,1.575,-2.025,2,5,-0.19739556,-0.876058051,-63.35,-73.87,189.63,4316,4551,4116,237,-68.03,-74.97,137.75,4510,4408,3707,240
2.25,1.575,-2.025,2,6,-0.19739556,-0.876058051,-63.41,-74.68,182.54,4366,4381,3444,230,-68,-76.57,134.91,4535,4317,3016,241
2.25,1.575,-2.025,2,7,-0.19739556,-0.876058051,-63.44,-74.67,220.05,4508,4401,3368,232,-68.31,-74.64,220.65,4168,4413,3951,235
2.25,1.575,-2.025,2,8,-0.19739556,-0.876058051,-63.14,-76.13,215.55,4526,4311,2734,233,-67.84,-76.92,135.63,4544,4340,2837,242
2.25,1.575,-2.025,2,9,-0.19739556,-0.876058051,-63.16,-76.98,209.35,4489,4187,2412,232,-67.96,-75.98,156.46,4495,4381,3043,237
2.25,1.575,-2.025,2,10,-0.19739556,-0.876058051,-63.06,-76.01,152.39,4470,4267,2671,229,-69.29,-77.28,189.55,4012,3791,3379,230
2.25,1.575,-2.025,2,11,-0.19739556,-0.876058051,-63.91,-77.18,180.04,3975,4321,3326,239,-67.78,-75.8,136.22,4417,4359,3148,235
2.25,1.575,-2.025,2,12,-0.19739556,-0.876058051,-62.94,-73.56,185.33,4512,4448,3805,231,-68.2,-75.39,134.94,4469,4318,3411,236
2.25,1.575,-2.025,2,13,-0.19739556,-0.876058051,-64.02,-76.05,168.75,4511,4050,3703,242,-69.66,-80.2,189.95,3705,3799,2464,230
2.25,1.575,-2.025,2,14,-0.19739556,-0.876058051,-63.38,-76.47,214.9,4496,4298,2678,234,-68.5,-75.47,154.57,4528,4328,3647,242
2.25,1.575,-2.025,2,15,-0.19739556,-0.876058051,-63.5,-77.58,202.05,4417,4041,2645,235,-68.31,-75.33,136.5,4549,4368,3586,241
2.25,1.575,-2.025,2,16,-0.19739556,-0.876058051,-63.87,-75.84,177.75,4568,4266,3170,237,-67.6,-74.23,161.07,4539,4510,3798,238
2.25,1.575,-2.025,2,17,-0.19739556,-0.876058051,-63.19,-73.3,186.54,4636,4477,4122,237,-68.37,-75.29,133.94,4472,4286,3557,237
2.25,1.575,-2.025,2,18,-0.19739556,-0.876058051,-64.15,-75.96,192.6,4120,3852,3587,227,-67.88,-75.94,158.5,4410,4438,3301,240
2.25,1.575,-2.025,2,19,-0.19739556,-0.876058051,-63.22,-76.12,190.13,4617,4563,2919,243,-68.23,-75.06,209.85,4305,4197,3501,229
2.25,1.575,-2.025,2,20,-0.19739556,-0.876058051,-64.05,-76.18,213.2,4608,4264,3258,242,-68.28,-78.85,125.28,4431,4009,2283,240
2.25,1.575,-2.025,2,21,-0.19739556,-0.876058051,-64.05,-75.91,175.88,4557,4221,3398,240,-67.98,-76.31,133.5,4356,4272,3021,234
2.25,1.575,-2.025,2,22,-0.19739556,-0.876058051,-63.57,-75.78,186.54,4095,4477,3932,244,-69.53,-77.4,157.71,4141,3785,3394,234
2.25,1.575,-2.025,2,23,-0.19739556,-0.876058051,-63.8,-75.74,180.63,4098,4335,3376,231,-68.71,-78.3,150.89,4279,4225,2518,240
2.25,1.575,-2.025,2,24,-0.19739556,-0.876058051,-63.13,-77.44,206,4445,4120,2163,230,-67.81,-75.54,153.46,4312,4297,3255,231
2.25,1.575,-2.025,2,25,-0.19739556,-0.876058051,-63.05,-74.12,161.82,4646,4531,3761,239,-68.4,-76.37,134.66,4513,4309,3037,239
2.25,1.575,-2.025,2,26,-0.19739556,-0.876058051,-63.52,-74.91,191.42,4625,4594,3483,242,-68.02,-76.67,146.93,4284,4114,2700,227
2.25,1.575,-2.025,2,27,-0.19739556,-0.876058051,-63.45,-74.82,182.88,4110,4389,3731,231,-69.25,-77.09,110.33,3987,3972,3555,235
2.25,1.575,-2.025,2,28,-0.19739556,-0.876058051,-63.67,-73.9,229.25,4344,4585,4209,240,-68.01,-76.01,120.19,4380,4327,3133,235
2.25,1.575,-2.025,2,29,-0.19739556,-0.876058051,-64.23,-77.33,221.55,4286,4431,2797,241,-68.11,-77.84,204.9,4406,4098,2270,233
2.25,1.575,-2.025,2,30,-0.19739556,-0.876058051,-63.92,-75.79,219.85,4408,4397,2982,233,-69.37,-76.63,161.25,4275,3870,3694,238
2.25,1.575,-1.575,2,1,-0.244978663,-0.982793723,-60.24,-76.38,214.35,4525,4287,2550,232,-66.89,-78.15,201.1,4164,4022,2436,230
2.25,1.575,-1.575,2,2,-0.244978663,-0.982793723,-61.2,-75.68,158.21,4548,4430,3125,238,-66.27,-75.62,185.38,4433,4449,3602,243
2.25,1.575,-1.575,2,3,-0.244978663,-0.982793723,-60.67,-76.86,176.79,4524,4243,2404,233,-66.09,-75.95,217.65,4342,4353,3311,237
2.25,1.575,-1.575,2,4,-0.244978663,-0.982793723,-61.2,-75.84,177.67,4205,4264,3974,243,-67.2,-78.19,200.7,4153,4014,2442,230
2.25,1.575,-1.575,2,5,-0.244978663,-0.982793723,-61.75,-75.29,175,4556,4200,3791,241,-66.57,-75.41,175.92,4322,4222,3580,234
2.25,1.575,-1.575,2,6,-0.244978663,-0.982793723,-61.43,-77.32,222.45,4579,4449,2344,242,-67.45,-76.62,134.61,4085,3769,3438,227
2.25,1.575,-1.575,2,7,-0.244978663,-0.982793723,-60.94,-72.49,192.83,4624,4628,4373,237,-66.18,-78.08,171.08,4390,4106,2292,235
2.25,1.575,-1.575,2,8,-0.244978663,-0.982793723,-60.93,-75.44,181.38,4509,4353,3017,232,-66.02,-75.61,180.88,4290,4341,3438,235
2.25,1.575,-1.575,2,9,-0.244978663,-0.982793723,-61.16,-76.33,222.05,4700,4441,2773,242,-67.18,-77.09,195.65,4199,3913,3082,230
2.25,1.575,-1.575,2,10,-0.244978663,-0.982793723,-61.72,-74.54,191.96,4356,4607,4037,243,-66.49,-74.24,182.88,4381,4389,4164,239
2.25,1.575,-1.575,2,11,-0.244978663,-0.982793723,-61.02,-72.99,191.29,4450,4591,4174,234,-65.99,-75.73,174.92,4160,4198,3238,227
2.25,1.575,-1.575,2,12,-0.244978663,-0.982793723,-61.51,-75.92,193.65,4163,3873,3700,230,-66.71,-75.08,124.5,4477,4482,3722,242
2.25,1.575,-1.575,2,13,-0.244978663,-0.982793723,-61.23,-73.79,223.4,4632,4468,3896,237,-66.33,-75.87,134.81,4492,4314,3328,239
2.25,1.575,-1.575,2,14,-0.244978663,-0.982793723,-61.34,-72.86,224.2,4544,4484,4252,234,-66.3,-75.64,156.96,4445,4395,3526,241
2.25,1.575,-1.575,2,15,-0.244978663,-0.982793723,-61.57,-74.83,189.71,4499,4553,3420,237,-66.07,-76.2,150.36,4330,4210,3009,231
2.25,1.575,-1.575,2,16,-0.244978663,-0.982793723,-61.27,-75.08,189.25,4586,4542,3248,238,-66.39,-77.17,130.03,4241,4161,2830,233
2.25,1.575,-1.575,2,17,-0.244978663,-0.982793723,-60.96,-75.61,182.25,4553,4374,3032,235,-66.29,-75.11,182.63,4454,4383,3673,239
2.25,1.575,-1.575,2,18,-0.244978663,-0.982793723,-61.15,-75.33,185.79,4659,4459,3257,240,-66.53,-74.72,158.75,4363,4445,4010,241
2.25,1.575,-1.575,2,19,-0.244978663,-0.982793723,-61.59,-75.01,172.13,3993,4131,4050,231,-67.6,-76.66,111.64,4249,4019,3379,235
2.25,1.575,-1.575,2,20,-0.244978663,-0.982793723,-61.39,-76.74,197.3,4021,3946,3314,228,-65.88,-75.22,132.22,4205,4231,3444,228
2.25,1.575,-1.575,2,21,-0.244978663,-0.982793723,-60.83,-74.53,223.95,4408,4479,3404,231,-65.97,-76.52,218.9,4448,4378,3016,240
2.25,1.575,-1.575,2,22,-0.244978663,-0.982793723,-61.59,-75.45,172.21,4378,4133,3236,228,-66.59,-78.11,113.86,4424,4099,2373,237
2.25,1.575,-1.575,2,23,-0.244978663,-0.982793723,-61.04,-73.92,184.17,4561,4420,3847,235,-66.79,-75.08,177.08,4211,4250,3776,233
2.25,1.575,-1.575,2,24,-0.244978663,-0.982793723,-60.99,-73.2,186.46,4229,4475,4254,231,-66.81,-76.34,130.5,3760,4176,3780,233
2.25,1.575,-1.575,2,25,-0.244978663,-0.982793723,-61.35,-75.9,168,4407,4032,3465,234,-66.11,-77.74,114.56,4467,4124,2548,238
2.25,1.575,-1.575,2,26,-0.244978663,-0.982793723,-61.02,-73.47,186.92,4573,4486,3922,234,-66.85,-76.95,131.09,4463,4195,3087,241
2.25,1.575,-1.575,2,27,-0.244978663,-0.982793723,-61.09,-75.91,179.38,4328,4305,2894,229,-67.28,-79.2,140.68,3953,3939,2420,231
2.25,1.575,-1.575,2,28,-0.244978663,-0.982793723,-61.09,-73.06,187.96,4381,4511,4003,229,-65.95,-76.32,120.83,4359,4350,3098,237
2.25,1.575,-1.575,2,29,-0.244978663,-0.982793723,-60.95,-73.9,163.32,4535,4573,3892,238,-67.08,-76.29,208.3,3885,4166,3996,239
2.25,1.575,-1.575,2,30,-0.244978663,-0.982793723,-60.63,-76.74,173.29,4458,4159,2588,231,-67.34,-78.51,108.78,4267,3916,2767,238
2.25,1.575,-1.125,2,1,-0.321750554,-1.107148718,-58.34,-74.23,163.68,4671,4583,3540,238,-71.21,-76.54,206.8,4062,4136,3467,234
2.25,1.575,-1.125,2,2,-0.321750554,-1.107148718,-58.72,-77.28,150.71,4526,4220,2250,234,-71.66,-77.43,200.95,3874,4019,3093,228
2.25,1.575,-1.125,2,3,-0.321750554,-1.107148718,-59.4,-73.42,188.17,4499,4516,3998,234,-72.18,-77.62,177.29,3614,4255,3758,242
2.25,1.575,-1.125,2,4,-0.321750554,-1.107148718,-58.99,-73.05,275.5,4411,4408,3969,227,-72.06,-78.83,257,4147,4112,2683,241
2.25,1.575,-1.125,2,5,-0.321750554,-1.107148718,-60.18,-78.2,144.89,3805,4057,2773,228,-71.61,-76.98,204.5,3974,4090,3372,233
2.25,1.575,-1.125,2,6,-0.321750554,-1.107148718,-59.16,-74.49,157.5,4316,4410,3564,230,-72.91,-79.17,164,3515,3936,3243,235
2.25,1.575,-1.125,2,7,-0.321750554,-1.107148718,-58.73,-74.55,177.5,4433,4260,3450,228,-73.23,-81.74,184.4,3833,3688,2403,242
2.25,1.575,-1.125,2,8,-0.321750554,-1.107148718,-59.11,-73.78,223.5,4362,4470,3724,229,-71.26,-76.6,206.65,3692,4133,3527,228
2.25,1.575,-1.125,2,9,-0.321750554,-1.107148718,-58.95,-75.4,184.5,4496,4428,3023,233,-71.64,-77.23,148.71,4137,4164,3248,238
2.25,1.575,-1.125,2,10,-0.321750554,-1.107148718,-59.67,-74.12,212.65,4473,4253,3680,229,-72.1,-78.57,167.54,3973,4021,2776,234
2.25,1.575,-1.125,2,11,-0.321750554,-1.107148718,-59.41,-75.58,211.35,4035,4227,3874,235,-71.5,-76.59,179.54,3599,4309,3941,238
2.25,1.575,-1.125,2,12,-0.321750554,-1.107148718,-59.21,-74.11,193.58,4585,4646,3824,241,-71.61,-77.34,172.38,3887,4137,3251,233
2.25,1.575,-1.125,2,13,-0.321750554,-1.107148718,-58.76,-74.96,164.04,4632,4593,3378,241,-72.78,-80.01,185.15,4034,3703,2557,236
2.25,1.575,-1.125,2,14,-0.321750554,-1.107148718,-58.88,-74.91,173.08,3922,4154,3980,228,-71.31,-79.77,192.1,4191,3842,2189,236
2.25,1.575,-1.125,2,15,-0.321750554,-1.107148718,-59.47,-75.15,185.21,4102,4445,4085,241,-71.67,-76.8,148.36,3888,4154,3416,232
2.25,1.575,-1.125,2,16,-0.321750554,-1.107148718,-59.71,-77.09,149.04,3960,4173,2873,227,-73.01,-78.51,132.96,3700,3723,3151,227
2.25,1.575,-1.125,2,17,-0.321750554,-1.107148718,-59.84,-79.48,186.3,4242,3726,2023,230,-71.66,-78.1,241.94,3995,3871,2756,227
2.25,1.575,-1.125,2,18,-0.321750554,-1.107148718,-59.13,-74.59,165.14,4567,4624,3496,239,-71.33,-76.6,213.35,3912,4267,3935,243
2.25,1.575,-1.125,2,19,-0.321750554,-1.107148718,-59,-76.24,160.64,4525,4498,2811,239,-71.46,-77.24,174.63,4086,4191,3157,236
2.25,1.575,-1.125,2,20,-0.321750554,-1.107148718,-58.8,-73.64,191.83,4648,4604,3982,240,-71.38,-76.63,155.54,4021,4355,3708,243
2.25,1.575,-1.125,2,21,-0.321750554,-1.107148718,-59.59,-77.98,206.45,3986,4129,2507,228,-71.67,-78.89,141.61,4262,3965,2496,238
2.25,1.575,-1.125,2,22,-0.321750554,-1.107148718,-59.43,-76.88,140.82,4336,3943,3539,240,-71.83,-77,173.13,3534,4155,3753,233
2.25,1.575,-1.125,2,23,-0.321750554,-1.107148718,-58.8,-77.46,148.54,4522,4159,2172,233,-73.62,-81.05,130.57,3849,3656,2640,240
2.25,1.575,-1.125,2,24,-0.321750554,-1.107148718,-58.79,-75.93,185.46,4701,4451,2925,241,-71.36,-79.18,166.58,4237,3998,2323,238
2.25,1.575,-1.125,2,25,-0.321750554,-1.107148718,-59.2,-75.85,186,4578,4464,3006,239,-72.05,-79.27,163.96,4236,3935,2310,237
2.25,1.575,-1.125,2,26,-0.321750554,-1.107148718,-59.8,-76.38,155.86,4014,4364,3658,240,-71.72,-76.64,180.33,3942,4328,3715,241
2.25,1.575,-1.125,2,27,-0.321750554,-1.107148718,-59.12,-74.77,220,4414,4400,3376,231,-71.72,-78.6,138.71,4098,3884,2388,228
2.25,1.575,-1.125,2,28,-0.321750554,-1.107148718,-59.05,-73.56,166.54,4629,4663,3973,240,-71.59,-76.9,147.86,3981,4140,3337,233
2.25,1.575,-1.125,2,29,-0.321750554,-1.107148718,-58.89,-75.15,162.36,4643,4546,3324,241,-72.5,-80.08,117.25,3877,3752,2192,228
2.25,1.575,-1.125,2,30,-0.321750554,-1.107148718,-58.55,-76.05,182.63,4677,4383,2929,240,-71.49,-77.4,179.54,4053,4309,3374,243
2.25,1.575,-0.675,2,1,-0.463647609,-1.249045772,-65.13,-74.69,263.31,4056,4213,3930,229,-91.89,-92.86,87.05,1068,1741,1659,237
2.25,1.575,-0.675,2,2,-0.463647609,-1.249045772,-64.17,-74.99,215.45,4360,4309,3198,227,-91.92,-92.52,117.06,1268,1873,1481,234
2.25,1.575,-0.675,2,3,-0.463647609,-1.249045772,-63.94,-74.48,215.6,4445,4312,3469,229,-91.99,-92.76,115,1076,1840,1576,236
2.25,1.575,-0.675,2,4,-0.463647609,-1.249045772,-63.69,-75.71,223.45,4639,4469,2987,239,-92.02,-92.9,108,1183,1728,1537,235
2.25,1.575,-0.675,2,5,-0.463647609,-1.249045772,-64.05,-77.15,211.35,4503,4227,2368,234,-92.31,-93.17,110.19,1436,1763,1178,239
2.25,1.575,-0.675,2,6,-0.463647609,-1.249045772,-63.94,-75.1,272,4498,4352,3350,234,-91.78,-92.47,155.17,1220,1862,1519,232
2.25,1.575,-0.675,2,7,-0.463647609,-1.249045772,-63.83,-75.63,262.38,4410,4198,3009,228,-92.09,-92.89,138.67,1010,1664,1659,231
2.25,1.575,-0.675,2,8,-0.463647609,-1.249045772,-64.23,-74.11,215.2,4390,4304,3785,230,-92.43,-93.16,105.06,1123,1681,1340,226
2.25,1.575,-0.675,2,9,-0.463647609,-1.249045772,-64.31,-75.89,207.15,4350,4143,3101,229,-92.02,-92.83,115.25,1349,1844,1277,235
2.25,1.575,-0.675,2,10,-0.463647609,-1.249045772,-65.68,-76.97,176.38,4125,4233,3060,234,-90.38,-91.21,124.25,1403,1988,1816,226
2.25,1.575,-0.675,2,11,-0.463647609,-1.249045772,-65.79,-76.76,174.29,4059,4183,3371,235,-92.6,-93.27,96.87,1166,1550,1401,226
2.25,1.575,-0.675,2,12,-0.463647609,-1.249045772,-64.17,-73.69,222.3,4377,4446,4077,234,-92.16,-93.01,99.06,951,1585,1618,225
2.25,1.575,-0.675,2,13,-0.463647609,-1.249045772,-64.29,-75.48,210.9,4400,4218,3205,230,-91.9,-92.51,114.69,1407,1835,1218,226
2.25,1.575,-0.675,2,14,-0.463647609,-1.249045772,-64.19,-74.1,219.6,4485,4392,3822,234,-92.2,-93.02,107.19,1000,1715,1602,234
2.25,1.575,-0.675,2,15,-0.463647609,-1.249045772,-63.85,-74.08,278.13,4501,4450,3684,233,-91.97,-92.7,117.25,1273,1876,1472,239
2.25,1.575,-0.675,2,16,-0.463647609,-1.249045772,-65.62,-79.79,233.25,4059,3732,2395,233,-92.09,-93.08,98.06,929,1569,1712,231
2.25,1.575,-0.675,2,17,-0.463647609,-1.249045772,-64.01,-75.91,214.1,4433,4282,2765,229,-92.42,-93.19,102.31,1204,1637,1494,236
2.25,1.575,-0.675,2,18,-0.463647609,-1.249045772,-64,-73.4,231.15,4551,4623,4247,241,-91.99,-92.87,112.37,1573,1798,1073,236
2.25,1.575,-0.675,2,19,-0.463647609,-1.249045772,-64.13,-73.76,269.19,4380,4307,3839,228,-91.97,-92.62,110.69,1143,1771,1489,226
2.25,1.575,-0.675,2,20,-0.463647609,-1.249045772,-64.01,-75.09,265.56,4422,4249,3335,230,-91.93,-92.77,104.31,991,1669,1649,227
2.25,1.575,-0.675,2,21,-0.463647609,-1.249045772,-63.99,-75.17,229.1,4648,4582,3325,242,-91.81,-92.57,114.81,1263,1837,1477,233
2.25,1.575,-0.675,2,22,-0.463647609,-1.249045772,-63.88,-73.07,290.31,4579,4645,4295,240,-92.62,-93.25,98.19,1096,1571,1531,231
2.25,1.575,-0.675,2,23,-0.463647609,-1.249045772,-64.41,-73.79,184,4311,4416,4075,233,-92,-92.79,117.87,1132,1886,1505,238
2.25,1.575,-0.675,2,24,-0.463647609,-1.249045772,-65.57,-75.46,214.8,4103,4296,4052,240,-92.09,-92.88,109.75,1077,1756,1593,235
2.25,1.575,-0.675,2,25,-0.463647609,-1.249045772,-64.22,-76.03,267.06,4481,4273,3121,236,-91.87,-92.57,114.81,1444,1837,1255,231
2.25,1.575,-0.675,2,26,-0.463647609,-1.249045772,-66.03,-77.99,141.36,3820,3958,2989,228,-90.83,-92.03,117.62,1882,1882,1079,235
2.25,1.575,-0.675,2,27,-0.463647609,-1.249045772,-64.15,-74.35,278.81,4505,4461,3587,234,-92.09,-92.73,117.75,1202,1884,1382,233
2.25,1.575,-0.675,2,28,-0.463647609,-1.249045772,-63.93,-73.37,231.5,4597,4630,4204,241,-91.91,-92.99,141.17,1599,1694,1008,232
2.25,1.575,-0.675,2,29,-0.463647609,-1.249045772,-64.68,-77.05,273.75,4460,4380,2697,240,-90.5,-91.37,123.81,1163,1981,2037,233
2.25,1.575,-0.675,2,30,-0.463647609,-1.249045772,-64.19,-73.11,228.1,4474,4562,4302,237,-92.02,-92.69,117,1410,1872,1263,235
